ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
liverpool_337_0271,Li1.2Zr0.2Sc0.2Ti1.6P3O12,,Li1.2 Zr0.2 Sc0.2 Ti1.6 P3 O12,0.00012,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=337; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_359_0289,Li1.6Ti1.4Cr0.6P3O12,,Li1.6 Ti1.4 Cr0.6 P3 O12,0.000147,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=359; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_360_0290,Li1.3Ti1.7Cr0.3P3O12,,Li1.3 Ti1.7 Cr0.3 P3 O12,3.53e-05,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=360; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_361_0291,Li1.3Cr0.3Ge1.7P3O12,,Li1.3 Cr0.3 Ge1.7 P3 O12,3.69e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(88)90368-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=361; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_362_0292,Li3Sc1.6Al0.4P3O12,,Li3 Sc1.6 Al0.4 P3 O12,1.28e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90015-u,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=362; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_363_0293,Li1.2Hf1.8Fe0.2P3O12,,Li1.2 Hf1.8 Fe0.2 P3 O12,0.00017,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=363; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_364_0294,Li1.2Hf1.8In0.2P3O12,,Li1.2 Hf1.8 In0.2 P3 O12,0.000132,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=364; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_365_0295,Li1.3Hf1.7In0.3P3O12,,Li1.3 Hf1.7 In0.3 P3 O12,0.000142,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=365; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_369_0299,Li1.2Y0.2Hf1.8P3O12,,Li1.2 Y0.2 Hf1.8 P3 O12,3.19e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=369; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_370_0300,Li1.1Y0.1Hf1.9P3O12,,Li1.1 Y0.1 Hf1.9 P3 O12,9.18e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=370; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_371_0301,Li1.2Hf1.8Sc0.2P3O12,,Li1.2 Hf1.8 Sc0.2 P3 O12,5.86e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=371; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_375_0305,Li1.4Hf1.6Sc0.4P3O12,,Li1.4 Hf1.6 Sc0.4 P3 O12,6.17e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=375; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_386_0316,Li1.3Eu0.3Ti1.7P3O12,,Li1.3 Eu0.3 Ti1.7 P3 O12,6e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(94)90299-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=386; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_387_0317,LiZr2(PO4)3,,Li1 Zr2 P3 O12,3.3e-06,,,,,,,,,,,nasicon,10.1016/0167-2738(90)90188-w,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=387; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_388_0318,LiHf2(PO4)3,,Li1 Hf2 P3 O12,3.8e-06,,,,,,,,,,,nasicon,10.1016/b978-0-08-021592-1.50024-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=388; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_398_0328,Li0.9Zr1.9Nb0.1P3O12,,Li0.9 Zr1.9 Nb0.1 P3 O12,1.35e-06,,,,,,,,,,,nasicon,10.1016/j.ssi.2003.12.037,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=398; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_405_0334,Li1.4Ti0.4Al0.4Ge1.2P3O12,,Li1.4 Ti0.4 Al0.4 Ge1.2 P3 O12,0.000343,,,,,,,,,,,nasicon,10.1016/j.ssi.2013.09.022,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=405; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_425_0351,Li1.7Ti1.3Al0.7P3O12,,Li1.7 Ti1.3 Al0.7 P3 O12,3.7e-05,,,,,,,,,,,nasicon,10.1016/s0955-2219(99)00055-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=425; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_426_0352,Li1.1Ti1.9Al0.1P3O12,,Li1.1 Ti1.9 Al0.1 P3 O12,3e-05,,,,,,,,,,,nasicon,10.1016/s0955-2219(99)00055-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=426; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_431_0355,Li1.05Ti1.95Al0.05P1O4,,Li1.05 Ti1.95 Al0.05 P1 O4,1.4e-06,,,,,,,,,,,nasicon,10.1021/cm010528i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=431; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_433_0357,Li1.4Ti0.6Al0.4Ge1P3O12,,Li1.4 Ti0.6 Al0.4 Ge1 P3 O12,8e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=433; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_434_0358,Li1.8Ti0.4Al0.8Ge0.8P3O12,,Li1.8 Ti0.4 Al0.8 Ge0.8 P3 O12,7e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=434; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_435_0359,Li1.4Ti0.8Al0.4Ge0.8P3O12,,Li1.4 Ti0.8 Al0.4 Ge0.8 P3 O12,6e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=435; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_436_0360,Li1.6Ti0.4Al0.6Ge1P3O12,,Li1.6 Ti0.4 Al0.6 Ge1 P3 O12,5e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=436; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_437_0361,Li1.2Ti1Al0.2Ge0.8P3O12,,Li1.2 Ti1 Al0.2 Ge0.8 P3 O12,3e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=437; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_438_0362,Li1.2Ti0.8Al0.2Ge1P3O12,,Li1.2 Ti0.8 Al0.2 Ge1 P3 O12,3e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=438; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_439_0363,Li1.8Ti0.2Al0.8Ge1P3O12,,Li1.8 Ti0.2 Al0.8 Ge1 P3 O12,3e-05,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=439; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_453_0371,Li1.2Y0.2Ti1.8P3O12,,Li1.2 Y0.2 Ti1.8 P3 O12,0.000504,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=453; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_454_0372,Li1.4Y0.4Ti1.6P3O12,,Li1.4 Y0.4 Ti1.6 P3 O12,0.00061,,,,,,,,,,,nasicon,10.1149/1.2096693,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=454; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_455_0373,Li0.7Ti1.7Al0.3P3O12,,Li0.7 Ti1.7 Al0.3 P3 O12,0.000588,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=455; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_456_0374,Li1.3Y0.3Ti1.7P3O12,,Li1.3 Y0.3 Ti1.7 P3 O12,0.000554,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=456; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_457_0375,Li1.2Ti1.8Fe0.2P3O12,,Li1.2 Ti1.8 Fe0.2 P3 O12,0.000351,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=457; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_459_0377,Li1.2Ti1.8In0.2P3O12,,Li1.2 Ti1.8 In0.2 P3 O12,0.000401,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=459; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_465_0383,Li1.5Y0.5Ti1.5P3O12,,Li1.5 Y0.5 Ti1.5 P3 O12,5.44e-05,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=465; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_466_0384,Li1.2Ti1.8Cr0.2P3O12,,Li1.2 Ti1.8 Cr0.2 P3 O12,1.83e-05,,,,,,,,,,,nasicon,10.1149/1.2086597,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=466; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_467_0385,Li1.2La0.2Ti1.8P3O12,,Li1.2 La0.2 Ti1.8 P3 O12,0.000528,,,,,,,,,,,nasicon,10.1149/1.2096693,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=467; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_470_0388,Li1.5La0.5Ti1.5P3O12,,Li1.5 La0.5 Ti1.5 P3 O12,0.000282,,,,,,,,,,,nasicon,10.1149/1.2096693,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=470; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_472_0390,Li1.3Sc0.3Ge1.7P3O12,,Li1.3 Sc0.3 Ge1.7 P3 O12,2.98e-05,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=472; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_473_0391,Li1.5Ga0.5Ge1.5P3O12,,Li1.5 Ga0.5 Ge1.5 P3 O12,0.000117,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=473; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_475_0393,Li1.3Fe0.3Ge1.7P3O12,,Li1.3 Fe0.3 Ge1.7 P3 O12,3.67e-05,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=475; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_476_0394,Li1.5Sc0.5Ge1.5P3O12,,Li1.5 Sc0.5 Ge1.5 P3 O12,2.51e-05,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=476; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_477_0395,Li1.7Fe0.7Ge1.3P3O12,,Li1.7 Fe0.7 Ge1.3 P3 O12,2.37e-05,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=477; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_478_0396,Li1.7Ga0.7Ge1.3P3O12,,Li1.7 Ga0.7 Ge1.3 P3 O12,2.43e-05,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=478; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_479_0397,Li1.3In0.3Ge1.7P3O12,,Li1.3 In0.3 Ge1.7 P3 O12,9.22e-06,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=479; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_480_0398,Li1.5In0.5Ge1.5P3O12,,Li1.5 In0.5 Ge1.5 P3 O12,5.75e-06,,,,,,,,,,,nasicon,10.1246/bcsj.65.2200,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=480; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_481_0399,Li1.45Ti1.35Al0.45Ge0.2P3O12,,Li1.45 Ti1.35 Al0.45 Ge0.2 P3 O12,0.00101,,,,,,,,,,,nasicon,10.3389/fenrg.2016.00012,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=481; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_483_0401,Li1.5Ti1.3Al0.5Ge0.2P3O12,,Li1.5 Ti1.3 Al0.5 Ge0.2 P3 O12,0.000737,,,,,,,,,,,nasicon,10.3389/fenrg.2016.00012,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=483; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_484_0402,Li1.35Ti1.45Al0.35Ge0.2P3O12,,Li1.35 Ti1.45 Al0.35 Ge0.2 P3 O12,0.000618,,,,,,,,,,,nasicon,10.3389/fenrg.2016.00012,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=484; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_485_0403,Li1.55Ti1.25Al0.55Ge0.2P3O12,,Li1.55 Ti1.25 Al0.55 Ge0.2 P3 O12,7.02e-05,,,,,,,,,,,nasicon,10.3389/fenrg.2016.00012,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=485; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_486_0404,Li1.45Ti1.55Al0.45P1O4,,Li1.45 Ti1.55 Al0.45 P1 O4,0.00029,,,,,,,,,,,nasicon,10.5796/electrochemistry.82.870,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=486; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_539_0444,Li6.25P1S5.25Cl0.75,,Li6.25 P1 S5.25 Cl0.75,0.014,,,,,,,,,,,argyrodites,10.1016/j.apsusc.2019.07.041,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=539; measured_temperature_C=25; chemical_family=Sulphides and Other Anions,,,,,
liverpool_582_0479,Li6PS5I,,Li6 P1 S5 I1,0.00063,,,,,,,,,,,argyrodites,10.1007/s10008-011-1572-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=582; measured_temperature_C=25; chemical_family=Sulphides and Other Anions,,,,,
liverpool_589_0486,Li1.5P0.5S2,,Li1.5 P0.5 S2,0.000181,,,,,,,,,,,glass,10.1021/acsomega.8b00377,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=589; measured_temperature_C=26.29; chemical_family=Sulphides,,,,,
liverpool_591_0487,Li0.245La0.592Ti0.98Mn0.02O3,,Li0.245 La0.592 Ti0.98 Mn0.02 O3,0.001,,,,,,,,,,,perovskites,10.1006/jssc.1998.7904,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=591; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_592_0488,Li0.36La0.55Ti0.995Al0.005O3,,Li0.36 La0.55 Ti0.995 Al0.005 O3,0.0011,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=592; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_593_0489,Li0.36La0.54Ti1O3,,Li0.36 La0.54 Ti1 O3,0.00089,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=593; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_594_0490,Li0.36La0.51Ti0.95W0.05O3,,Li0.36 La0.51 Ti0.95 W0.05 O3,0.00073,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=594; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_595_0491,Li0.36La0.56Ti0.95Al0.05O3,,Li0.36 La0.56 Ti0.95 Al0.05 O3,0.00064,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=595; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_596_0492,Li0.36La0.55Ti0.95Ge0.05O3,,Li0.36 La0.55 Ti0.95 Ge0.05 O3,0.00036,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=596; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_597_0493,Li0.36La0.58Mg0.05Ti0.95O3,,Li0.36 La0.58 Mg0.05 Ti0.95 O3,0.00021,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=597; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_598_0494,Li0.36La0.55Ti0.95Mn0.05O3,,Li0.36 La0.55 Ti0.95 Mn0.05 O3,0.00019,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=598; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_599_0495,Li0.36La0.55Ti0.95Ru0.05O3,,Li0.36 La0.55 Ti0.95 Ru0.05 O3,5.2e-05,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=599; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_603_0499,Li0.34La0.51Ti1O2.94,,Li0.34 La0.51 Ti1 O2.94,0.00102,,,,,,,,,,,perovskites,10.1016/0038-1098(93)90841-a,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=603; measured_temperature_C=27; chemical_family=Oxides,,,,,
liverpool_606_0502,Li0.1La0.63Ti1O3,,Li0.1 La0.63 Ti1 O3,7.9e-05,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90309-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=606; measured_temperature_C=27; chemical_family=Oxides,,,,,
liverpool_608_0504,Na0.125Li0.375La0.5Ti1O3,,Na0.125 Li0.375 La0.5 Ti1 O3,0.000158,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90309-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=608; measured_temperature_C=27; chemical_family=Oxides,,,,,
liverpool_610_0506,Li0.34Pr0.56Ti1O3,,Li0.34 Pr0.56 Ti1 O3,1e-06,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90310-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=610; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_612_0508,Li0.5La0.4Nd0.1Ti1O3,,Li0.5 La0.4 Nd0.1 Ti1 O3,0.001,,,,,,,,,,,perovskites,10.1016/s0167-2738(97)00015-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=612; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_613_0509,Li0.34La0.56Ti1O3,,Li0.34 La0.56 Ti1 O3,0.00153,,,,,,,,,,,perovskites,10.1016/s0167-2738(98)00070-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=613; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_632_0519,Li0.12La0.29Nb1O3,,Li0.12 La0.29 Nb1 O3,4.25e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=632; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_633_0520,Li0.15La0.283Nb1O3,,Li0.15 La0.283 Nb1 O3,3.85e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=633; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_634_0521,Li0.18La0.273Nb1O3,,Li0.18 La0.273 Nb1 O3,3.82e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=634; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_635_0522,Li0.09La0.303Nb1O3,,Li0.09 La0.303 Nb1 O3,3.52e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=635; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_636_0523,Li0.06La0.313Nb1O3,,Li0.06 La0.313 Nb1 O3,2.33e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=636; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_639_0526,Sr0.6Li0.3Ta0.5Ti0.35Fe0.15O3,,Sr0.6 Li0.3 Ta0.5 Ti0.35 Fe0.15 O3,2.8e-05,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=639; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_640_0527,Sr0.6Li0.3Ta0.5Ti0.4Fe0.1O3,,Sr0.6 Li0.3 Ta0.5 Ti0.4 Fe0.1 O3,3.6e-05,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=640; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_641_0528,Sr0.6Li0.3Ta0.5Ti0.45Fe0.05O3,,Sr0.6 Li0.3 Ta0.5 Ti0.45 Fe0.05 O3,6e-05,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=641; measured_temperature_C=30; chemical_family=Oxides,,,,,
liverpool_642_0529,Sr0.6Li0.3Ta0.5Ti0.5O3,,Sr0.6 Li0.3 Ta0.5 Ti0.5 O3,0.00017,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=642; measured_temperature_C=30; chemical_family=Oxides,,,,,
liverpool_643_0530,Sr0.6Li0.3Ti0.5Nb0.5O3,,Sr0.6 Li0.3 Ti0.5 Nb0.5 O3,5.4e-06,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=643; measured_temperature_C=30; chemical_family=Oxides,,,,,
liverpool_647_0534,SrLiTaTiO6,,Sr1 Li1 Ta1 Ti1 O6,0.00055,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=647; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_648_0535,Sr1.65Li1Ta1.7Ti1.3O9,,Sr1.65 Li1 Ta1.7 Ti1.3 O9,4.9e-05,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=648; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_649_0536,Sr1.65Li1Ti1.3Nb1.7O9,,Sr1.65 Li1 Ti1.3 Nb1.7 O9,2e-05,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=649; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_650_0537,Sr1.65Li1Zr1.3Ta1.7O9,,Sr1.65 Li1 Zr1.3 Ta1.7 O9,1.3e-05,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=650; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_651_0538,Sr2LiTaTi2O9,,Sr2 Li1 Ta1 Ti2 O9,3.2e-05,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=651; measured_temperature_C=30; chemical_family=Oxides,,,,,
liverpool_652_0539,Sr2LiTi2NbO9,,Sr2 Li1 Ti2 Nb1 O9,1e-06,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=652; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_653_0540,SrLiTiNbO6,,Sr1 Li1 Ti1 Nb1 O6,1e-06,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=653; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_655_0542,Li0.067La0.64Ti1O2.99,,Li0.067 La0.64 Ti1 O2.99,7.9e-05,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90309-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=655; measured_temperature_C=27; chemical_family=Oxides,,,,,
liverpool_656_0543,Li0.25La0.66Ti0.75Al0.25O3,,Li0.25 La0.66 Ti0.75 Al0.25 O3,7.66e-05,,,,,,,,,,,perovskites,10.1021/cm011149s,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=656; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_657_0544,Li0.2La0.66Ti0.8Al0.2O3,,Li0.2 La0.66 Ti0.8 Al0.2 O3,4.28e-05,,,,,,,,,,,perovskites,10.1021/cm011149s,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=657; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_658_0545,Li0.3La0.66Ti0.7Al0.3O3,,Li0.3 La0.66 Ti0.7 Al0.3 O3,1.72e-05,,,,,,,,,,,perovskites,10.1021/cm011149s,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=658; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_659_0546,Li0.15La0.66Ti0.85Al0.15O3,,Li0.15 La0.66 Ti0.85 Al0.15 O3,9.66e-06,,,,,,,,,,,perovskites,10.1021/cm011149s,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=659; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_660_0547,Li0.1La0.66Ti0.9Al0.1O3,,Li0.1 La0.66 Ti0.9 Al0.1 O3,7.34e-06,,,,,,,,,,,perovskites,10.1021/cm011149s,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=660; measured_temperature_C=27; chemical_family=Oxides,,,,,
